,index_x,Final_Tags
23,"Because the harbor was not suitable for wintering, the majority reached a decision to put out to sea from there, if somehow they could reach Phoenix, a harbor of Crete, facing southwest and northwest, and spend the winter there.",ACT-26-12
25,"When a moderate south wind came up, supposing that they had attained their purpose, they weighed anchor and began sailing along Crete, close inshore.",ACT-26-13
27,"But before very long there rushed down from the land a violent wind, called Euraquilo;",ACT-26-14
29,"and when the ship was caught in it and could not face the wind, we gave way to it and let ourselves be driven along.",ACT-26-15
31,"Running under the shelter of a small island called Clauda, we were scarcely able to get the ship's boat under control.",ACT-26-16
33,"After they had hoisted it up, they used supporting cables in undergirding the ship; and fearing that they might run aground on the shallows of Syrtis, they let down the sea anchor and in this way let themselves be driven along.",ACT-26-17
35,"The next day as we were being violently storm-tossed, they began to jettison the cargo;",ACT-26-18
37,and on the third day they threw the ship's tackle overboard with their own hands.,ACT-26-19
39,"Since neither sun nor stars appeared for many days, and no small storm was assailing us, from then on all hope of our being saved was gradually abandoned.",ACT-26-20
41,"When they had gone a long time without food, then Paul stood up in their midst and said, ``Men, you ought to have followed my advice and not to have set sail from Crete and incurred this damage and loss.",ACT-26-21
43,"`` Yet now I urge you to keep up your courage, for there will be no loss of life among you, but only of the ship.",ACT-26-22
45,"``For this very night an angel of the God to whom I belong and whom I serve stood before me,",ACT-26-23
47,"saying, `Do not be afraid, Paul; you must stand before Caesar; and behold, God has granted you all those who are sailing with you.'",ACT-26-24
49,"``Therefore, keep up your courage, men, for I believe God that it will turn out exactly as I have been told.",ACT-26-25
51,"``But we must run aground on a certain island.""",ACT-26-26
53,"But when the fourteenth night came, as we were being driven about in the Adriatic Sea, about midnight the sailors began to surmise that they were approaching some land.",ACT-26-27
55,They took soundings and found it to be twenty fathoms; and a little farther on they took another sounding and found it to be fifteen fathoms.,ACT-26-28
57,"Fearing that we might run aground somewhere on the rocks, they cast four anchors from the stern and wished for daybreak.",ACT-26-29
59,"But as the sailors were trying to escape from the ship and had let down the ship's boat into the sea, on the pretense of intending to lay out anchors from the bow,",ACT-26-30
61,"Paul said to the centurion and to the soldiers, ``Unless these men remain in the ship, you yourselves cannot be saved.""",ACT-26-31
63,Then the soldiers cut away the ropes of the ship's boat and let it fall away.,ACT-26-32
65,"Until the day was about to dawn, Paul was encouraging them all to take some food, saying, ``Today is the fourteenth day that you have been constantly watching and going without eating, having taken nothing.",ACT-26-33
67,"``Therefore I encourage you to take some food, for this is for your preservation, for not a hair from the head of any of you will perish.""",ACT-26-34
69,"Having said this, he took bread and gave thanks to God in the presence of all, and he broke it and began to eat.",ACT-26-35
71,All of them were encouraged and they themselves also took food.,ACT-26-36
73,All of us in the ship were two hundred and seventy-six persons.,ACT-26-37
75,"When they had eaten enough, they began to lighten the ship by throwing out the wheat into the sea.",ACT-26-38
77,"When day came, they could not recognize the land; but they did observe a bay with a beach, and they resolved to drive the ship onto it if they could.",ACT-26-39
79,"And casting off the anchors, they left them in the sea while at the same time they were loosening the ropes of the rudders; and hoisting the foresail to the wind, they were heading for the beach.",ACT-26-40
81,"But striking a reef where two seas met, they ran the vessel aground; and the prow stuck fast and remained immovable, but the stern began to be broken up by the force of the waves.",ACT-26-41
83,"The soldiers' plan was to kill the prisoners, so that none of them would swim away and escape;",ACT-26-42
85,"but the centurion, wanting to bring Paul safely through, kept them from their intention, and commanded that those who could swim should jump overboard first and get to land,",ACT-26-43
87,"and the rest should follow, some on planks, and others on various things from the ship. And so it happened that they all were brought safely to land.Copyrighted Material",ACT-26-44
1,"When they had been brought safely through, then we found out that the island was called Malta.",ACT-27-1
3,"The natives showed us extraordinary kindness; for because of the rain that had set in and because of the cold, they kindled a fire and received us all.",ACT-27-2
5,"But when Paul had gathered a bundle of sticks and laid them on the fire, a viper came out because of the heat and fastened itself on his hand.",ACT-27-3
7,"When the natives saw the creature hanging from his hand, they began saying to one another, ``Undoubtedly this man is a murderer, and though he has been saved from the sea, justice has not allowed him to live.""",ACT-27-4
9,However he shook the creature off into the fire and suffered no harm.,ACT-27-5
11,"But they were expecting that he was about to swell up or suddenly fall down dead. But after they had waited a long time and had seen nothing unusual happen to him, they changed their minds and began to say that he was a god.",ACT-27-6
13,"Now in the neighborhood of that place were lands belonging to the leading man of the island, named Publius, who welcomed us and entertained us courteously three days.",ACT-27-7
15,"And it happened that the father of Publius was lying in bed afflicted with recurrent fever and dysentery; and Paul went in to see him and after he had prayed, he laid his hands on him and healed him.",ACT-27-8
17,"After this had happened, the rest of the people on the island who had diseases were coming to him and getting cured.",ACT-27-9
19,"They also honored us with many marks of respect; and when we were setting sail, they supplied us with all we needed.",ACT-27-10
21,"At the end of three months we set sail on an Alexandrian ship which had wintered at the island, and which had the Twin Brothers for its figurehead.",ACT-27-11
23,"After we put in at Syracuse, we stayed there for three days.",ACT-27-12
